result_type,donor_cm3,fermi_dirac_fermi_level_eV,boltzmann_fermi_level_eV,electron_ratio_fd_mb,hole_ratio_fd_mb,scope_notes
NUMERICAL RESULT,5.086534779371127e+17,1.0202699790068694,1.020105855003827,0.9999999999999928,0.9936715098898445,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,5.6531899469451456e+17,1.0230188279583015,1.0228364251566862,1.0,0.9929691773092847,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,6.282972192749381e+17,1.0257697120221976,1.0255669953097448,0.9999999999856755,0.9921892312863742,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,6.982914061855301e+17,1.0285228576347336,1.0282975654624127,1.0000000000006253,0.9913231725250657,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,7.760831545860945e+17,1.031278516390343,1.0310281356152637,1.0,0.9903615893150499,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,8.625411361174285e+17,1.0340369678309784,1.0337587057681228,1.000000000000014,0.9892940637064689,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,9.586307950357804e+17,1.0367985225391767,1.0364892759209794,1.0000000000000782,0.9881090693157153,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.0654251289712646e+18,1.0395635255727396,1.0392198460738387,1.0000000000000355,0.9867938599030678,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.1841166706949652e+18,1.0423323602761525,1.0419504162267001,1.0,0.985334348330185,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.316030804690673e+18,1.0451054525098036,1.0446809863795599,0.9999999999999858,0.9837149754336572,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.4626405672325427e+18,1.0478832753419447,1.047411556532431,0.9999999999995453,0.9819185684570141,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.6255830952355036e+18,1.0506663542529546,1.0501421266852766,1.000000000000071,0.9799261888084205,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
NUMERICAL RESULT,1.8066779075568404e+18,1.053455272906655,1.0528726968381377,1.000000000002494,0.9777169690982339,Total doping exceeds 1e17 cm^-3: formal ideal-model study only; dopant interactions and band-gap narrowing are omitted.
