result_type,temperature_K,electron_incomplete_cm3,hole_incomplete_cm3,electron_complete_cm3,intrinsic_boltzmann_analytical_cm3,ionized_donor_fraction,fermi_level_eV,bandgap_eV,scope_notes
NUMERICAL RESULT,572.6623850653745,1777672238265865.0,777792132159311.5,1777755641974464.2,1175876367379479.2,0.9998801061065551,0.5158125015516138,1.0411625370700728,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,583.0534620366903,2091048883116123.8,1091183915664313.4,2091137614583045.2,1510553773704728.8,0.9998649674518076,0.5095166462184998,1.0375968565900062,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,593.6330872406817,2496704093620938.0,1496858510940938.5,2496800634238310.0,1933216023205370.8,0.9998455826859404,0.5039710711203897,1.0339430470179607,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,604.4046819238793,3015077473898691.0,2015256124817018.2,3015184555558093.5,2465031756573649.0,0.9998213490741249,0.4990318301973406,1.0301992727805538,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,615.3717294120388,3671242308387827.0,2671450766305776.0,3671362969327940.5,3131773430692093.5,0.9997915420625769,0.4945694084176708,1.02636366840073,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,626.5377762365774,4495857483565144.5,3496102183977947.0,4495995142326032.5,3964706770083897.5,0.9997552995871967,0.49047435011874535,1.022434338105258,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,637.9064332814576,5526218954079913.0,4526507345723977.0,5526377493783971.0,5001628880758418.0,0.9997116083559269,0.4866573061596036,1.018409355423108,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,649.4813769508737,6807457861846779.0,5807798571942685.0,6807641721566067.0,6288075568368607.0,0.9996592898830107,0.48304669791048105,1.0142867627743435,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,661.2663503581323,8393922456732106.0,7394325471500448.0,8394136729294515.0,7878720534815419.0,0.9995969852316021,0.47958571829214897,1.0100645710491511,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,673.2651645361015,1.0350775327847092e+16,9351252189765758.0,1.035102586463996e+16,9838991379743558.0,0.9995231380822484,0.47622944766540587,1.0057407591766345,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,685.481699669628,1.2755835605309678e+16,1.1756399629256836e+16,1.2756129129073328e+16,1.2246929699431218e+16,0.9994359760574227,0.47294236750115576,1.0013132736829937,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,697.9199063503096,1.5701696241288966e+16,1.4702362750936896e+16,1.5702040467993022e+16,1.5195325047106684e+16,0.999333490364298,0.46969632630459124,0.9967800282387073,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,710.5838068540447,1.9298148125583996e+16,1.8298934711735708e+16,1.9298551896421532e+16,1.8794155085492028e+16,0.9992134138705121,0.46646892024627107,0.9921389031943305,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,723.4774964417555,2.367494501033519e+16,2.267587181261789e+16,2.3675418434774428e+16,2.3173366912100564e+16,0.9990731977505146,0.4632422223974814,0.987387745104528,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,736.6051446837174,2.8984945683175092e+16,2.7986035696362868e+16,2.8985500293886148e+16,2.8486037256251864e+16,0.9989099868551053,0.46000179279758335,0.9825243662399463,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,749.9709968079179,3.5407672370313308e+16,3.440895177638943e+16,3.5408321290670548e+16,3.4911952017628828e+16,0.9987205939740873,0.4567359097606687,0.9775465440865432,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,763.5793750728802,4.315332687686772e+16,4.215482540373834e+16,4.3154085001605544e+16,4.266164842131756e+16,0.9985014731839066,0.4534349734235395,0.9724520208319778,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,777.4346801654006,5.246730841897248e+16,5.146905972652805e+16,5.246819260844042e+16,5.1980965883612024e+16,0.9982486925000146,0.4500910425900109,0.9672385028386735,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,791.5413926236438,6.363527941963919e+16,6.263732151360382e+16,6.363630870796926e+16,6.315615449470022e+16,0.9979579060874474,0.44669747446924446,0.9619036601031636,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,805.9040742860615,7.698882767806067e+16,7.59912033517862e+16,7.69900234954002e+16,7.651959280542635e+16,0.9976243263220369,0.4432486437996927,0.9564451257013257,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,820.5273697666046,9.291177522699682e+16,9.191453253099766e+16,9.291316163580218e+16,9.245616933101397e+16,0.9972426960386679,0.43973972326600863,0.9508604952191143,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,835.4160079567012,1.1184718580683976e+17,1.108503785455216e+17,1.1184878975202965e+17,1.1141038482918968e+17,0.9968072613513121,0.4361665113097528,0.9451473261684051,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,850.5748035544877,1.3430512414393586e+17,1.3330881239847813e+17,1.3430697571648926e+17,1.3389423494699085e+17,0.9963117454816588,0.43252529665714595,0.939303137387558,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,866.0086586217925,1.6087122105428768e+17,1.5987547173021754e+17,1.6087335376766083e+17,1.6049593523245267e+17,0.9957493240883775,0.42881275135426045,0.9333254084263123,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,881.7225641693653,1.922160987255489e+17,1.912209861229148e+17,1.922185498039871e+17,1.9188955274686557e+17,0.9951126026465741,0.4250258459866643,0.9272115789146301,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,897.7216017708728,2.2910571027771894e+17,2.281113166812412e+17,2.2910852095528774e+17,2.2884561056296986e+17,0.9943935964859377,0.42116178220355693,0.9209590479151023,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,914.0109452061836,2.7241264677862074e+17,2.7141906306447072e+17,2.7241586260744675e+17,2.722427332672176e+17,0.9935837141548436,0.4172179387715106,0.9145651732585306,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,930.5958621344682,3.2312846320144954e+17,3.2213578945661856e+17,3.2313213436735066e+17,3.230804031736939e+17,0.9926737448352516,0.4131918282307519,0.9080272708623119,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,947.4817157976573,3.823770722628323e+17,3.81385418412247e+17,3.8238125390609216e+17,3.824928982782447e+17,0.9916538505873296,0.40908106187877286,0.9013426140312424,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,964.6739667548142,4.5142925157251206e+17,4.504387380082633e+17,4.514340041112744e+17,4.51764484009892e+17,0.9905135642513734,0.4048833213085292,0.8945084327403647,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,982.1781746479674,5.3171830496189766e+17,5.3072906316802016e+17,5.317236944151149e+17,5.3234593155051245e+17,0.9892417938751165,0.4005963351168303,0.8875219128994913,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
NUMERICAL RESULT,1000.0,6.248569131417455e+17,6.238690863071764e+17,6.248630114483327e+17,6.258724358733097e+17,0.9878268345641213,0.39621785969949364,0.880380195599022,"Above 500 K, fixed effective masses limit quantitative accuracy; use this result for qualitative temperature trends."
